file_path,detected_name,unicode_sequence,codepoints_hex,status,method
all/Man Shrugging.svg,Man Shrugging,🤷‍♂️,1F937-200D-2642-FE0F,mapped,auto-cldr-exact
all/Woman Dark Skin Tone Blond Hair.svg,Woman Dark Skin Tone Blond Hair,👱🏿‍♀️,1F471-1F3FF-200D-2640-FE0F,mapped,auto-cldr-exact
all/Spoon.svg,Spoon,🥄,1F944,mapped,lookup
all/Family Woman Woman Girl.svg,Family Woman Woman Girl,👩‍👩‍👧,1F469-200D-1F469-200D-1F467,mapped,special: family (WOMAN WOMAN GIRL)
all/Desert.svg,Desert,🏜️,1F3DC-FE0F,mapped,lookup|fq-correction
all/Building Construction.svg,Building Construction,🏗️,1F3D7-FE0F,mapped,lookup|fq-correction
all/Merperson Medium Skin Tone.svg,Merperson Medium Skin Tone,🧜🏽,1F9DC-1F3FD,mapped,lookup+tone
all/Man Surfing.svg,Man Surfing,🏄‍♂️,1F3C4-200D-2642-FE0F,mapped,activity-person
all/Elf Medium Dark Skin Tone.svg,Elf Medium Dark Skin Tone,🧝🏾,1F9DD-1F3FE,mapped,lookup+tone
all/Person Blond Hair Medium Light Skin Tone.svg,Person Blond Hair Medium Light Skin Tone,👱,1F471,mapped,auto-cldr-fuzzy
all/Gear.svg,Gear,⚙️,2699-FE0F,mapped,lookup|fq-correction
all/Om.svg,Om,🕉️,1F549-FE0F,mapped,auto-cldr-exact
all/Couple With Heart Person Person Medium Dark Skin Tone Dark Skin Tone.svg,Couple With Heart Person Person Medium Dark Skin Tone Dark Skin Tone,🧑🏾‍❤️‍🧑🏿,1F9D1-1F3FE-200D-2764-FE0F-200D-1F9D1-1F3FF,mapped,lookup+tone|fq-correction
all/Woman Medium Light Skin Tone Curly Hair.svg,Woman Medium Light Skin Tone Curly Hair,👩🏼‍🦱,1F469-1F3FC-200D-1F9B1,mapped,hair-attr|fq-correction
all/Kiss Man Person Medium Skin Tone Medium Light Skin Tone.svg,Kiss Man Person Medium Skin Tone Medium Light Skin Tone,👨🏼‍❤️‍💋‍🧑🏽,1F468-1F3FC-200D-2764-FE0F-200D-1F48B-200D-1F9D1-1F3FD,mapped,special: kiss (MAN PERSON)
all/Mechanical Leg.svg,Mechanical Leg,🦿,1F9BF,mapped,lookup
all/Volleyball.svg,Volleyball,🏐,1F3D0,mapped,lookup
all/Couple With Heart Man Dark Skin Tone Woman Dark Skin Tone.svg,Couple With Heart Man Dark Skin Tone Woman Dark Skin Tone,👨🏿‍❤️‍👩,1F468-1F3FF-200D-2764-FE0F-200D-1F469,mapped,special: couple-with-heart (MAN WOMAN)
all/Selfie Medium Skin Tone.svg,Selfie Medium Skin Tone,🤳🏽,1F933-1F3FD,mapped,lookup+tone
all/Woman Superhero Dark Skin Tone.svg,Woman Superhero Dark Skin Tone,🦸🏿‍♀️,1F9B8-1F3FF-200D-2640-FE0F,mapped,lookup+tone+gender
all/Person Running Medium Light Skin Tone.svg,Person Running Medium Light Skin Tone,🏃🏼,1F3C3-1F3FC,mapped,lookup+tone
all/Fast Up Button.svg,Fast Up Button,⏫,23EB,mapped,auto-cldr-exact
all/Woman Light Skin Tone Blond Hair.svg,Woman Light Skin Tone Blond Hair,👱🏻‍♀️,1F471-1F3FB-200D-2640-FE0F,mapped,auto-cldr-exact
all/Crocodile.svg,Crocodile,🐊,1F40A,mapped,lookup
all/Man Lifting Weights Light Skin Tone.svg,Man Lifting Weights Light Skin Tone,🏋🏻‍♂️,1F3CB-1F3FB-200D-2642-FE0F,mapped,activity-person
all/Kiss Woman Woman Medium Dark Skin Tone Light Skin Tone.svg,Kiss Woman Woman Medium Dark Skin Tone Light Skin Tone,👩🏾‍❤️‍💋‍👩🏻,1F469-1F3FE-200D-2764-FE0F-200D-1F48B-200D-1F469-1F3FB,mapped,lookup+tone+gender|fq-correction
all/Woman Vampire Medium Light Skin Tone.svg,Woman Vampire Medium Light Skin Tone,🧛🏼‍♀️,1F9DB-1F3FC-200D-2640-FE0F,mapped,lookup+tone+gender
all/Diamond Suit.svg,Diamond Suit,♦️,2666-FE0F,mapped,auto-cldr-exact
all/Kiss Man Person Light Skin Tone Dark Skin Tone.svg,Kiss Man Person Light Skin Tone Dark Skin Tone,👨🏻‍❤️‍💋‍🧑🏿,1F468-1F3FB-200D-2764-FE0F-200D-1F48B-200D-1F9D1-1F3FF,mapped,special: kiss (MAN PERSON)
all/Man Student Light Skin Tone.svg,Man Student Light Skin Tone,👨🏻‍🎓,1F468-1F3FB-200D-1F393,mapped,profession|fq-correction
all/Flag Palau.svg,Flag Palau,🇵🇼,1F1F5-1F1FC,mapped,flag
all/Kissing Cat.svg,Kissing Cat,😽,1F63D,mapped,2-3-4|fq-correction
all/Ledger.svg,Ledger,📒,1F4D2,mapped,lookup
all/Woman Bowing Medium Dark Skin Tone.svg,Woman Bowing Medium Dark Skin Tone,🙇🏾‍♀️,1F647-1F3FE-200D-2640-FE0F,mapped,auto-cldr-exact
all/Couple With Heart Person Person Medium Dark Skin Tone No Skin Tone.svg,Couple With Heart Person Person Medium Dark Skin Tone No Skin Tone,🧑🏾‍❤️‍🧑,1F9D1-1F3FE-200D-2764-FE0F-200D-1F9D1,mapped,special: couple-with-heart (PERSON PERSON)
all/Kiss Person Woman Medium Skin Tone Light Skin Tone.svg,Kiss Person Woman Medium Skin Tone Light Skin Tone,🧑🏽‍❤️‍💋‍👩🏻,1F9D1-1F3FD-200D-2764-FE0F-200D-1F48B-200D-1F469-1F3FB,mapped,special: kiss (PERSON WOMAN)
all/Women Holding Hands Light Skin Tone Medium Skin Tone.svg,Women Holding Hands Light Skin Tone Medium Skin Tone,👩🏻‍🤝‍👩🏽,1F469-1F3FB-200D-1F91D-200D-1F469-1F3FD,mapped,translation-pass|fq-correction
all/Woman Firefighter Medium Dark Skin Tone.svg,Woman Firefighter Medium Dark Skin Tone,👩🏾‍🚒,1F469-1F3FE-200D-1F692,mapped,profession|fq-correction
all/Flag Malaysia.svg,Flag Malaysia,🇲🇾,1F1F2-1F1FE,mapped,flag
all/Person Surfing.svg,Person Surfing,🏄,1F3C4,mapped,activity-person
all/Face With Head Bandage.svg,Face With Head Bandage,🤕,1F915,mapped,auto-cldr-exact
all/Kiss Man Man Light Skin Tone Medium Skin Tone.svg,Kiss Man Man Light Skin Tone Medium Skin Tone,👨🏻‍❤️‍💋‍👨🏽,1F468-1F3FB-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FD,mapped,lookup+tone+gender|fq-correction
all/Flag Germany.svg,Flag Germany,🇩🇪,1F1E9-1F1EA,mapped,flag
all/Person Biking.svg,Person Biking,🚴,1F6B4,mapped,activity-person
all/Man Frowning.svg,Man Frowning,🙍‍♂️,1F64D-200D-2642-FE0F,mapped,auto-cldr-exact
all/Man Mage Medium Skin Tone.svg,Man Mage Medium Skin Tone,🧙🏽‍♂️,1F9D9-1F3FD-200D-2642-FE0F,mapped,lookup+tone+gender
all/Woman Bouncing Ball.svg,Woman Bouncing Ball,⛹️‍♀️,26F9-FE0F-200D-2640-FE0F,mapped,activity-person|fq-correction
all/Brick.svg,Brick,🧱,1F9F1,mapped,lookup
all/Woman Gesturing No Medium Skin Tone.svg,Woman Gesturing No Medium Skin Tone,🙅🏽‍♀️,1F645-1F3FD-200D-2640-FE0F,mapped,auto-cldr-exact
all/Smiling Cat With Heart Eyes.svg,Smiling Cat With Heart Eyes,😻,1F63B,mapped,auto-cldr-exact
all/Rolled Up Newspaper.svg,Rolled Up Newspaper,🗞️,1F5DE-FE0F,mapped,auto-cldr-exact
all/Woman In Manual Wheelchair Medium Skin Tone.svg,Woman In Manual Wheelchair Medium Skin Tone,👩🏽‍🦽,1F469-1F3FD-200D-1F9BD,mapped,auto-cldr-exact
all/Kiss Man No Skin Tone Woman Medium Skin Tone.svg,Kiss Man No Skin Tone Woman Medium Skin Tone,👨🏽‍❤️‍💋‍👩,1F468-1F3FD-200D-2764-FE0F-200D-1F48B-200D-1F469,mapped,special: kiss (MAN WOMAN)
all/Couple With Heart Woman Medium Light Skin Tone Man No Skin Tone.svg,Couple With Heart Woman Medium Light Skin Tone Man No Skin Tone,👩🏼‍❤️‍👨,1F469-1F3FC-200D-2764-FE0F-200D-1F468,mapped,special: couple-with-heart (WOMAN MAN)
all/Heart With Ribbon.svg,Heart With Ribbon,💝,1F49D,mapped,lookup
all/Person Taking Bath.svg,Person Taking Bath,🛀,1F6C0,mapped,auto-cldr-exact
all/Flag St Lucia.svg,Flag St Lucia,🇱🇨,1F1F1-1F1E8,mapped,flag
all/Woman Health Worker Medium Dark Skin Tone.svg,Woman Health Worker Medium Dark Skin Tone,👩🏾‍⚕️,1F469-1F3FE-200D-2695-FE0F,mapped,translation-pass
all/Woman Office Worker Medium Light Skin Tone.svg,Woman Office Worker Medium Light Skin Tone,👩🏼‍💼,1F469-1F3FC-200D-1F4BC,mapped,profession|fq-correction
all/Sun With Face.svg,Sun With Face,🌞,1F31E,mapped,lookup
all/Woman Facepalming Dark Skin Tone.svg,Woman Facepalming Dark Skin Tone,🤦🏿‍♀️,1F926-1F3FF-200D-2640-FE0F,mapped,lookup+tone+gender
all/Kiss Person Man Medium Dark Skin Tone No Skin Tone.svg,Kiss Person Man Medium Dark Skin Tone No Skin Tone,🧑🏾‍❤️‍💋‍👨,1F9D1-1F3FE-200D-2764-FE0F-200D-1F48B-200D-1F468,mapped,special: kiss (PERSON MAN)
all/Oncoming Police Car.svg,Oncoming Police Car,🚔,1F694,mapped,lookup
all/Kiss Man Man Medium Light Skin Tone Dark Skin Tone.svg,Kiss Man Man Medium Light Skin Tone Dark Skin Tone,👨🏼‍❤️‍💋‍👨🏿,1F468-1F3FC-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FF,mapped,lookup+tone+gender|fq-correction
all/Rainbow.svg,Rainbow,🌈,1F308,mapped,lookup
all/Vampire.svg,Vampire,🧛,1F9DB,mapped,lookup
all/Pleading Face.svg,Pleading Face,🥺,1F97A,mapped,auto-cldr-exact
all/Dumpling.svg,Dumpling,🥟,1F95F,mapped,lookup
all/Full Moon Face.svg,Full Moon Face,🌝,1F31D,mapped,alias2
all/Hedgehog.svg,Hedgehog,🦔,1F994,mapped,lookup
all/Broccoli.svg,Broccoli,🥦,1F966,mapped,lookup
all/Selfie Medium Dark Skin Tone.svg,Selfie Medium Dark Skin Tone,🤳🏾,1F933-1F3FE,mapped,lookup+tone
all/Couple With Heart Woman Man Medium Dark Skin Tone Medium Skin Tone.svg,Couple With Heart Woman Man Medium Dark Skin Tone Medium Skin Tone,👩🏾‍❤️‍👨🏽,1F469-1F3FE-200D-2764-FE0F-200D-1F468-1F3FD,mapped,special: couple-with-heart (WOMAN MAN)
all/Nazar Amulet.svg,Nazar Amulet,🧿,1F9FF,mapped,lookup
all/Woman Guard Medium Light Skin Tone.svg,Woman Guard Medium Light Skin Tone,💂🏼‍♀️,1F482-1F3FC-200D-2640-FE0F,mapped,auto-cldr-exact
all/Couple With Heart Person Man Medium Dark Skin Tone Medium Skin Tone.svg,Couple With Heart Person Man Medium Dark Skin Tone Medium Skin Tone,🧑🏾‍❤️‍👨🏽,1F9D1-1F3FE-200D-2764-FE0F-200D-1F468-1F3FD,mapped,special: couple-with-heart (PERSON MAN)
all/Couple With Heart Man Medium Dark Skin Tone Woman Medium Skin Tone.svg,Couple With Heart Man Medium Dark Skin Tone Woman Medium Skin Tone,👨🏾‍❤️‍👩🏽,1F468-1F3FE-200D-2764-FE0F-200D-1F469-1F3FD,mapped,special: couple-with-heart (MAN WOMAN)
all/Tram.svg,Tram,🚊,1F68A,mapped,lookup
all/Skunk.svg,Skunk,🦨,1F9A8,mapped,lookup
all/Fish.svg,Fish,🐟,1F41F,mapped,lookup
all/Admission Tickets-1.svg,Admission Tickets-1,🎟️,1F39F-FE0F,mapped,auto-cldr-fuzzy
all/Nose Light Skin Tone.svg,Nose Light Skin Tone,👃🏻,1F443-1F3FB,mapped,lookup+tone
all/Hot Dog.svg,Hot Dog,🌭,1F32D,mapped,lookup
all/Couple With Heart Man Person Light Skin Tone Medium Dark Skin Tone.svg,Couple With Heart Man Person Light Skin Tone Medium Dark Skin Tone,👨🏾‍❤️‍🧑🏻,1F468-1F3FE-200D-2764-FE0F-200D-1F9D1-1F3FB,mapped,special: couple-with-heart (MAN PERSON)
all/Person In Motorized Wheelchair Light Skin Tone.svg,Person In Motorized Wheelchair Light Skin Tone,🧑🏻‍🦼,1F9D1-1F3FB-200D-1F9BC,mapped,auto-cldr-exact
all/Scorpion.svg,Scorpion,🦂,1F982,mapped,lookup
all/Couple With Heart Woman No Skin Tone Man Dark Skin Tone.svg,Couple With Heart Woman No Skin Tone Man Dark Skin Tone,👩🏿‍❤️‍👨,1F469-1F3FF-200D-2764-FE0F-200D-1F468,mapped,special: couple-with-heart (WOMAN MAN)
all/Person Taking Bath Medium Skin Tone.svg,Person Taking Bath Medium Skin Tone,🛀🏽,1F6C0-1F3FD,mapped,auto-cldr-exact
all/Kiss Person Man Light Skin Tone Medium Dark Skin Tone.svg,Kiss Person Man Light Skin Tone Medium Dark Skin Tone,🧑🏾‍❤️‍💋‍👨🏻,1F9D1-1F3FE-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FB,mapped,special: kiss (PERSON MAN)
all/Kiss Person Woman No Skin Tone Medium Dark Skin Tone.svg,Kiss Person Woman No Skin Tone Medium Dark Skin Tone,🧑🏾‍❤️‍💋‍👩,1F9D1-1F3FE-200D-2764-FE0F-200D-1F48B-200D-1F469,mapped,special: kiss (PERSON WOMAN)
all/Office Worker Dark Skin Tone.svg,Office Worker Dark Skin Tone,🧑🏿‍💼,1F9D1-1F3FF-200D-1F4BC,mapped,profession|fq-correction
all/Leaf Fluttering In Wind.svg,Leaf Fluttering In Wind,🍃,1F343,mapped,lookup
all/Couple With Heart Person Person Medium Skin Tone Medium Dark Skin Tone.svg,Couple With Heart Person Person Medium Skin Tone Medium Dark Skin Tone,🧑🏽‍❤️‍🧑🏾,1F9D1-1F3FD-200D-2764-FE0F-200D-1F9D1-1F3FE,mapped,lookup+tone|fq-correction
all/Goat.svg,Goat,🐐,1F410,mapped,lookup
all/Kiss Man Person Light Skin Tone.svg,Kiss Man Person Light Skin Tone,👨🏻‍❤️‍💋‍🧑,1F468-1F3FB-200D-2764-FE0F-200D-1F48B-200D-1F9D1,mapped,special: kiss (MAN PERSON)
all/Kiss Man Medium Dark Skin Tone Woman No Skin Tone.svg,Kiss Man Medium Dark Skin Tone Woman No Skin Tone,👨🏾‍❤️‍💋‍👩,1F468-1F3FE-200D-2764-FE0F-200D-1F48B-200D-1F469,mapped,special: kiss (MAN WOMAN)
all/Magic Wand.svg,Magic Wand,🪄,1FA84,mapped,lookup
all/Woman In Motorized Wheelchair Medium Dark Skin Tone.svg,Woman In Motorized Wheelchair Medium Dark Skin Tone,👩🏾‍🦼,1F469-1F3FE-200D-1F9BC,mapped,auto-cldr-exact
all/Man Light Skin Tone Curly Hair.svg,Man Light Skin Tone Curly Hair,👨🏻‍🦱,1F468-1F3FB-200D-1F9B1,mapped,hair-attr
all/Glasses.svg,Glasses,👓,1F453,mapped,auto-cldr-exact
all/Flag Sri Lanka.svg,Flag Sri Lanka,🇱🇰,1F1F1-1F1F0,mapped,flag
all/Woman Bowing Medium Light Skin Tone.svg,Woman Bowing Medium Light Skin Tone,🙇🏼‍♀️,1F647-1F3FC-200D-2640-FE0F,mapped,auto-cldr-exact
all/Kiss Person Person Dark Skin Tone Light Skin Tone.svg,Kiss Person Person Dark Skin Tone Light Skin Tone,🧑🏿‍❤️‍💋‍🧑🏻,1F9D1-1F3FF-200D-2764-FE0F-200D-1F48B-200D-1F9D1-1F3FB,mapped,lookup+tone|fq-correction
all/Musical Note.svg,Musical Note,🎵,1F3B5,mapped,lookup
all/Play Button.svg,Play Button,▶️,25B6-FE0F,mapped,auto-cldr-exact
all/Pie.svg,Pie,🥧,1F967,mapped,lookup
all/Man Rowing Boat Light Skin Tone.svg,Man Rowing Boat Light Skin Tone,🚣🏻‍♂️,1F6A3-1F3FB-200D-2642-FE0F,mapped,activity-person
all/Linked Paperclips.svg,Linked Paperclips,🖇️,1F587-FE0F,mapped,lookup|fq-correction
all/Woman Wearing Turban Medium Skin Tone.svg,Woman Wearing Turban Medium Skin Tone,👳🏽‍♀️,1F473-1F3FD-200D-2640-FE0F,mapped,auto-cldr-exact
all/Snail.svg,Snail,🐌,1F40C,mapped,lookup
all/Artist Dark Skin Tone.svg,Artist Dark Skin Tone,🧑🏿‍🎨,1F9D1-1F3FF-200D-1F3A8,mapped,profession|fq-correction
all/Nose Dark Skin Tone.svg,Nose Dark Skin Tone,👃🏿,1F443-1F3FF,mapped,lookup+tone
all/Kiss Man Man Medium Skin Tone Medium Dark Skin Tone.svg,Kiss Man Man Medium Skin Tone Medium Dark Skin Tone,👨🏽‍❤️‍💋‍👨🏾,1F468-1F3FD-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FE,mapped,lookup+tone+gender|fq-correction
all/Man Teacher.svg,Man Teacher,👨‍🏫,1F468-200D-1F3EB,mapped,profession|fq-correction
all/Man Health Worker Dark Skin Tone.svg,Man Health Worker Dark Skin Tone,👨🏿‍⚕️,1F468-1F3FF-200D-2695-FE0F,mapped,translation-pass
all/Kiss Man Person Dark Skin Tone.svg,Kiss Man Person Dark Skin Tone,👨🏿‍❤️‍💋‍🧑,1F468-1F3FF-200D-2764-FE0F-200D-1F48B-200D-1F9D1,mapped,special: kiss (MAN PERSON)
all/Face With Open Mouth.svg,Face With Open Mouth,😮,1F62E,mapped,lookup
all/No Pedestrians.svg,No Pedestrians,🚷,1F6B7,mapped,lookup
all/National Park.svg,National Park,🏞️,1F3DE-FE0F,mapped,lookup|fq-correction
all/Person Swimming.svg,Person Swimming,🏊,1F3CA,mapped,activity-person
all/Person Shrugging Dark Skin Tone.svg,Person Shrugging Dark Skin Tone,🤷🏿,1F937-1F3FF,mapped,auto-cldr-exact
all/Service Dog.svg,Service Dog,🐕‍🦺,1F415-200D-1F9BA,mapped,auto-cldr-exact
all/Woman Gesturing Ok Light Skin Tone.svg,Woman Gesturing Ok Light Skin Tone,🙆🏻‍♀️,1F646-1F3FB-200D-2640-FE0F,mapped,auto-cldr-exact
all/Speedboat.svg,Speedboat,🚤,1F6A4,mapped,lookup
all/Kiss Person Man Light Skin Tone Medium Light Skin Tone.svg,Kiss Person Man Light Skin Tone Medium Light Skin Tone,🧑🏼‍❤️‍💋‍👨🏻,1F9D1-1F3FC-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FB,mapped,special: kiss (PERSON MAN)
all/Woman And Man Holding Hands Medium Light Skin Tone Medium Skin Tone.svg,Woman And Man Holding Hands Medium Light Skin Tone Medium Skin Tone,👩🏼‍🤝‍👨🏽,1F469-1F3FC-200D-1F91D-200D-1F468-1F3FD,mapped,translation-pass
all/Man Bouncing Ball Dark Skin Tone.svg,Man Bouncing Ball Dark Skin Tone,⛹🏿‍♂️,26F9-1F3FF-200D-2642-FE0F,mapped,activity-person
all/Kiss Man Dark Skin Tone Woman Medium Light Skin Tone.svg,Kiss Man Dark Skin Tone Woman Medium Light Skin Tone,👨🏼‍❤️‍💋‍👩🏿,1F468-1F3FC-200D-2764-FE0F-200D-1F48B-200D-1F469-1F3FF,mapped,special: kiss (MAN WOMAN)
all/Crossed Fingers Dark Skin Tone.svg,Crossed Fingers Dark Skin Tone,🤞🏿,1F91E-1F3FF,mapped,gesture
all/Three Oclock.svg,Three O'Clock,🕒,1F552,mapped,numbers
all/Couple With Heart Woman Man Medium Light Skin Tone Medium Skin Tone.svg,Couple With Heart Woman Man Medium Light Skin Tone Medium Skin Tone,👩🏼‍❤️‍👨🏽,1F469-1F3FC-200D-2764-FE0F-200D-1F468-1F3FD,mapped,special: couple-with-heart (WOMAN MAN)
all/Kiss Woman Person Light Skin Tone.svg,Kiss Woman Person Light Skin Tone,👩🏻‍❤️‍💋‍🧑,1F469-1F3FB-200D-2764-FE0F-200D-1F48B-200D-1F9D1,mapped,special: kiss (WOMAN PERSON)
all/Couple With Heart Man Light Skin Tone Man No Skin Tone.svg,Couple With Heart Man Light Skin Tone Man No Skin Tone,👨🏻‍❤️‍👨,1F468-1F3FB-200D-2764-FE0F-200D-1F468,mapped,special: couple-with-heart (MAN MAN)
all/Princess Light Skin Tone.svg,Princess Light Skin Tone,👸🏻,1F478-1F3FB,mapped,lookup+tone
all/Woman Medium Skin Tone White Hair.svg,Woman Medium Skin Tone White Hair,👩🏽‍🦳,1F469-1F3FD-200D-1F9B3,mapped,hair-attr
all/Shopping Bags.svg,Shopping Bags,🛍️,1F6CD-FE0F,mapped,lookup|fq-correction
all/Backhand Index Pointing Down.svg,Backhand Index Pointing Down,👇,1F447,mapped,gesture
all/Men Holding Hands Medium Dark Skin Tone Medium Skin Tone.svg,Men Holding Hands Medium Dark Skin Tone Medium Skin Tone,👨🏾‍🤝‍👨🏽,1F468-1F3FE-200D-1F91D-200D-1F468-1F3FD,mapped,translation-pass
all/Man Firefighter Dark Skin Tone.svg,Man Firefighter Dark Skin Tone,👨🏿‍🚒,1F468-1F3FF-200D-1F692,mapped,profession|fq-correction
all/People Holding Hands Medium Dark Skin Tone Medium Skin Tone.svg,People Holding Hands Medium Dark Skin Tone Medium Skin Tone,🧑🏾‍🤝‍🧑🏽,1F9D1-1F3FE-200D-1F91D-200D-1F9D1-1F3FD,mapped,translation-pass
all/Woman With Veil Medium Light Skin Tone.svg,Woman With Veil Medium Light Skin Tone,👰🏼‍♀️,1F470-1F3FC-200D-2640-FE0F,mapped,translation-pass
all/Breast Feeding Dark Skin Tone.svg,Breast Feeding Dark Skin Tone,🤱🏿,1F931-1F3FF,mapped,auto-cldr-exact
all/Couple With Heart Woman Person Light Skin Tone Medium Skin Tone.svg,Couple With Heart Woman Person Light Skin Tone Medium Skin Tone,👩🏽‍❤️‍🧑🏻,1F469-1F3FD-200D-2764-FE0F-200D-1F9D1-1F3FB,mapped,special: couple-with-heart (WOMAN PERSON)
all/Kite.svg,Kite,🪁,1FA81,mapped,lookup
all/Woman Lifting Weights.svg,Woman Lifting Weights,🏋️‍♀️,1F3CB-FE0F-200D-2640-FE0F,mapped,activity-person|fq-correction
all/Repeat Single Button.svg,Repeat Single Button,🔂,1F502,mapped,auto-cldr-exact
all/Couple With Heart Man Medium Skin Tone Woman Dark Skin Tone.svg,Couple With Heart Man Medium Skin Tone Woman Dark Skin Tone,👨🏽‍❤️‍👩🏿,1F468-1F3FD-200D-2764-FE0F-200D-1F469-1F3FF,mapped,special: couple-with-heart (MAN WOMAN)
all/Bear.svg,Bear,🐻,1F43B,mapped,auto-cldr-exact
all/Backhand Index Pointing Up Medium Skin Tone.svg,Backhand Index Pointing Up Medium Skin Tone,👆🏽,1F446-1F3FD,mapped,gesture|fq-correction
all/Pregnant Woman Light Skin Tone.svg,Pregnant Woman Light Skin Tone,🤰🏻,1F930-1F3FB,mapped,auto-cldr-exact
all/Couple With Heart Man Medium Dark Skin Tone Woman No Skin Tone.svg,Couple With Heart Man Medium Dark Skin Tone Woman No Skin Tone,👨🏾‍❤️‍👩,1F468-1F3FE-200D-2764-FE0F-200D-1F469,mapped,special: couple-with-heart (MAN WOMAN)
all/Mans Shoe.svg,Mans Shoe,👞,1F45E,mapped,lookup
all/Person With Headscarf.svg,Person With Headscarf,🧕,1F9D5,mapped,translation-pass
all/Kiss Woman Man Dark Skin Tone Medium Dark Skin Tone.svg,Kiss Woman Man Dark Skin Tone Medium Dark Skin Tone,👩🏿‍❤️‍💋‍👨🏾,1F469-1F3FF-200D-2764-FE0F-200D-1F48B-200D-1F468-1F3FE,mapped,special: kiss (WOMAN MAN)|fq-correction
all/Child.svg,Child,🧒,1F9D2,mapped,lookup
all/Running Shoe.svg,Running Shoe,👟,1F45F,mapped,activity-person|fq-correction
all/Couple With Heart Person Man Dark Skin Tone No Skin Tone.svg,Couple With Heart Person Man Dark Skin Tone No Skin Tone,🧑🏿‍❤️‍👨,1F9D1-1F3FF-200D-2764-FE0F-200D-1F468,mapped,special: couple-with-heart (PERSON MAN)
all/Snake.svg,Snake,🐍,1F40D,mapped,lookup
all/Man Kneeling Medium Dark Skin Tone.svg,Man Kneeling Medium Dark Skin Tone,🧎🏾‍♂️,1F9CE-1F3FE-200D-2642-FE0F,mapped,activity-person
all/Woman Shrugging.svg,Woman Shrugging,🤷‍♀️,1F937-200D-2640-FE0F,mapped,auto-cldr-exact
all/Woman Getting Haircut Medium Skin Tone.svg,Woman Getting Haircut Medium Skin Tone,💇🏽‍♀️,1F487-1F3FD-200D-2640-FE0F,mapped,auto-cldr-exact
all/Yo Yo.svg,Yo Yo,🪀,1FA80,mapped,auto-cldr-exact
all/Satellite Antenna.svg,Satellite Antenna,📡,1F4E1,mapped,lookup
all/Woman Golfing Medium Dark Skin Tone.svg,Woman Golfing Medium Dark Skin Tone,🏌🏾‍♀️,1F3CC-1F3FE-200D-2640-FE0F,mapped,activity-person
all/Deaf Person Medium Dark Skin Tone.svg,Deaf Person Medium Dark Skin Tone,🧏🏾,1F9CF-1F3FE,mapped,auto-cldr-exact
all/Military Medal.svg,Military Medal,🎖️,1F396-FE0F,mapped,lookup|fq-correction
all/Woman With White Cane Medium Skin Tone.svg,Woman With White Cane Medium Skin Tone,👩🏽‍🦯,1F469-1F3FD-200D-1F9AF,mapped,auto-cldr-exact
all/Woman Vampire.svg,Woman Vampire,🧛‍♀️,1F9DB-200D-2640-FE0F,mapped,lookup++gender
all/Woman Firefighter Medium Skin Tone.svg,Woman Firefighter Medium Skin Tone,👩🏽‍🚒,1F469-1F3FD-200D-1F692,mapped,profession|fq-correction
all/Couple With Heart Person Person Dark Skin Tone Light Skin Tone.svg,Couple With Heart Person Person Dark Skin Tone Light Skin Tone,🧑🏿‍❤️‍🧑🏻,1F9D1-1F3FF-200D-2764-FE0F-200D-1F9D1-1F3FB,mapped,lookup+tone|fq-correction
